1000	0.000647
1100	0.000274
1200	0.000302
1300	0.000353
1400	0.000365
1500	0.000389
1600	0.000418
1700	0.000448
1800	0.000361
1900	0.000393
2000	0.000414
2100	0.000448
2200	0.000474
2300	0.000482
2400	0.000495
2500	0.000540
2600	0.000572
2700	0.000560
2800	0.000606
2900	0.000623
3000	0.000667
3100	0.001405
3200	0.000809
3300	0.000707
3400	0.000775
3500	0.000757
3600	0.000818
3700	0.000835
3800	0.000854
3900	0.000834
4000	0.000984
4100	0.001032
4200	0.001072
4300	0.001063
4400	0.001084
4500	0.001144
4600	0.001112
4700	0.001146
4800	0.001212
4900	0.001199
5000	0.001227
5100	0.001262
5200	0.001271
5300	0.001320
5400	0.001338
5500	0.001363
5600	0.001370
5700	0.001432
5800	0.001432
5900	0.001448
6000	0.001491
6100	0.001514
6200	0.001510
6300	0.001589
6400	0.001623
6500	0.001657
6600	0.001650
6700	0.001710
6800	0.001776
6900	0.001721
7000	0.001716
7100	0.001825
7200	0.001834
7300	0.001862
7400	0.001926
7500	0.001898
7600	0.001940
7700	0.002069
7800	0.002118
7900	0.002204
8000	0.002244
8100	0.002247
8200	0.001560
8300	0.002362
8400	0.002403
8500	0.002297
8600	0.002536
8700	0.002483
8800	0.002532
8900	0.002515
9000	0.002502
9100	0.004013
9200	0.002565
9300	0.002513
9400	0.002669
9500	0.002755
9600	0.002645
9700	0.002801
9800	0.002645
9900	0.002762
10000	0.002927
10100	0.002911
10200	0.002955
10300	0.002945
10400	0.002926
10500	0.002978
10600	0.003133
10700	0.003171
10800	0.003225
10900	0.002433
11000	0.003069
11100	0.003180
11200	0.003199
11300	0.003171
11400	0.003220
11500	0.003202
11600	0.003423
11700	0.003361
11800	0.003355
11900	0.003407
12000	0.003436
12100	0.003594
12200	0.003433
12300	0.003518
12400	0.003574
12500	0.003735
12600	0.003742
12700	0.003692
12800	0.003564
12900	0.003780
13000	0.003675
13100	0.003782
13200	0.003785
13300	0.003915
13400	0.003892
13500	0.003949
13600	0.003867
13700	0.003978
13800	0.004089
13900	0.004058
14000	0.003965
14100	0.003999
14200	0.004178
14300	0.004065
14400	0.004327
14500	0.004302
14600	0.004245
14700	0.004250
14800	0.004330
14900	0.004408
15000	0.004524
15100	0.004428
15200	0.004452
15300	0.004332
15400	0.003784
15500	0.004647
15600	0.004838
15700	0.004855
15800	0.004854
15900	0.004882
16000	0.004891
16100	0.004766
16200	0.006283
16300	0.005091
16400	0.005158
16500	0.005106
16600	0.005238
16700	0.005256
16800	0.005343
16900	0.005200
17000	0.005252
17100	0.005423
17200	0.005439
17300	0.005406
17400	0.005579
17500	0.005545
17600	0.005478
17700	0.005038
17800	0.005369
17900	0.005591
18000	0.005616
18100	0.005745
18200	0.005727
18300	0.004830
18400	0.005838
18500	0.005669
18600	0.005987
18700	0.005845
18800	0.005942
18900	0.005923
19000	0.006005
19100	0.005883
19200	0.005983
19300	0.006066
19400	0.006260
19500	0.006158
19600	0.006209
19700	0.006227
19800	0.006274
19900	0.006139
20000	0.006292
20100	0.006340
20200	0.006439
20300	0.006435
20400	0.006572
20500	0.005889
20600	0.006518
20700	0.006610
20800	0.006361
20900	0.006316
21000	0.006635
21100	0.006576
21200	0.006770
21300	0.006811
21400	0.006855
21500	0.005955
21600	0.006856
21700	0.006845
21800	0.007478
21900	0.006887
22000	0.007036
22100	0.007143
22200	0.007098
22300	0.006895
22400	0.007021
22500	0.007026
22600	0.006914
22700	0.007089
22800	0.007302
22900	0.007151
23000	0.007131
23100	0.007235
23200	0.007331
23300	0.007347
23400	0.007388
23500	0.007400
23600	0.007552
23700	0.007501
23800	0.007528
23900	0.007688
24000	0.007723
24100	0.007745
24200	0.007689
24300	0.007687
24400	0.007964
24500	0.007730
24600	0.007845
24700	0.007924
24800	0.007798
24900	0.008023
25000	0.008005
